region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
high,240.0,242.0,1156,0,1156,0.014450969130062497,1.1491207735151496,8.518432294067804
high,242.0,244.0,1135,1,1134,-0.022381196132112535,1.243375726519215,9.21714426068694
high,244.0,246.0,1125,1,1124,0.0205852296506972,1.2590553923459726,9.333377623460695
high,246.0,248.0,1121,0,1121,0.00880063181699775,1.222902905165455,9.065379235991518
high,248.0,250.0,1205,0,1205,0.0051629083952473565,1.1824727769632677,8.765670695628703
high,250.0,252.0,1232,3,1229,0.009109875027411007,1.0846466150806293,8.040485357592704
high,252.0,254.0,1384,3,1381,-0.0034412289460012957,0.968403708730416,7.178776692818573
high,254.0,256.0,1978,20,1958,0.020998934319124807,0.734114372351792,5.441989842243834
high,256.0,258.0,1551,4,1547,-0.0067986083832618505,0.8896259107162567,6.59479687613961
high,258.0,260.0,1323,2,1321,0.02084981911754724,0.9962574281028171,7.385256314526183
high,260.0,262.0,1272,2,1270,-0.02878122556115681,0.9389621078987274,6.9605261058532655
high,262.0,264.0,1234,1,1233,0.00831799649015963,1.085053156913263,8.043499052198019
high,264.0,266.0,1192,0,1192,0.016367004794891393,1.0404827454297108,7.7130985918704456
high,266.0,268.0,1093,1,1092,-0.049771799314633824,1.1453958701447355,8.490819585382924
high,268.0,270.0,1111,1,1110,0.032291585258125366,1.1036079029019312,8.181045384212016
high,270.0,272.0,1267,0,1267,-0.022783590231908235,1.0771312180101287,7.984773719109084
high,272.0,274.0,1362,0,1362,-0.018551032414417357,1.0748877021560261,7.96814253608262
high,274.0,276.0,2176,6,2170,0.0046018866726216245,0.7742913034697221,5.739821432621049
high,276.0,278.0,2403,7,2396,0.029204019255486102,0.7582290649943939,5.620752058803442
high,278.0,280.0,2455,7,2448,-0.01115866831136536,0.7748880545712051,5.7442451485363435
high,280.0,282.0,2571,2,2569,-0.015081909862329823,0.7898239335092256,5.854964819103889
high,282.0,284.0,3365,9,3356,-0.00048521582818139564,0.7325585924259652,5.43045684565368
high,284.0,286.0,3600,22,3578,0.021056832778631573,0.616121688205812,4.567310074669685
high,286.0,288.0,2696,6,2690,-0.018931375407301054,0.7569455160500445,5.61123711047898
high,288.0,290.0,5379,26,5353,-0.010572961558322547,0.5288094951306181,3.9200647874032724
high,290.0,292.0,4257,11,4246,0.03221131803477739,0.6596983567942036,4.890343918915431
high,292.0,294.0,6713,12,6701,-0.04076387184586494,0.5384175678329566,3.9912894303457067
high,294.0,296.0,5144,11,5133,0.05714638891173607,0.5780960972060774,4.285426368588651
high,296.0,298.0,6079,4,6075,-0.05035328647050008,0.5612707246160458,4.160699881578747
