P_left,P_right,P_med,L_med,n,base_bin_count,bin_width,min_bin_samples,station_code,station_name,scheme_code,scheme_name,power_col_for_prediction,power_threshold_axis,power_switch_threshold,fan_threshold_b
8.200000000000001,8.3,8.248766,1.5485939999999996,33,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
8.3,8.4,8.334925,1.3781839999999992,25,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
8.4,8.5,8.456667,1.349824,23,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
8.5,9.4,8.6079195,1.2020749999999998,38,9,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
0.0,0.1,0.045,0.045,3537,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.1,0.2,0.145,0.145,2235,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.2,0.30000000000000004,0.249,0.249,1604,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.30000000000000004,0.4,0.348,0.348,1219,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.4,0.5,0.451,0.451,1156,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.5,0.6000000000000001,0.548,0.548,977,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.6000000000000001,0.7000000000000001,0.647,0.647,853,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.7000000000000001,0.8,0.75,0.75,715,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.8,0.9,0.85,0.85,612,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
0.9,1.0,0.95,0.95,590,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.0,1.1,1.053,1.053,605,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.1,1.2000000000000002,1.15,1.15,559,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.2000000000000002,1.3,1.248,1.248,609,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.3,1.4000000000000001,1.349,1.349,560,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.4000000000000001,1.5,1.4455,1.4455,468,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.5,1.6,1.55,1.55,494,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.6,1.7000000000000002,1.65,1.65,454,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.7000000000000002,1.8,1.749,1.749,413,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.8,1.9000000000000001,1.851,1.851,410,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
1.9000000000000001,2.0,1.954,1.954,357,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.0,2.1,2.048,2.048,400,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.1,2.2,2.153,2.153,372,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.2,2.3000000000000003,2.247,2.247,354,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.3000000000000003,2.4000000000000004,2.372,2.372,211,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.4000000000000004,2.5,2.428,2.428,211,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.5,2.6,2.551,2.551,340,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.6,2.7,2.6515,2.6515,350,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.7,2.8000000000000003,2.7525,2.7525,284,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.8000000000000003,2.9000000000000004,2.851,2.851,336,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
2.9000000000000004,3.0,2.949,2.949,324,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.0,3.1,3.05,3.05,258,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.1,3.2,3.148,3.148,247,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.2,3.3000000000000003,3.253,3.2525,220,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.3000000000000003,3.4000000000000004,3.35,3.34,239,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.4000000000000004,3.5,3.451,3.27351379,353,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.5,3.6,3.547,3.103733805,328,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.6,3.7,3.649,3.17853065,321,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.7,3.8000000000000003,3.75,3.1449505,338,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.8000000000000003,3.9000000000000004,3.853,3.0686029,323,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
3.9000000000000004,4.0,3.95,3.1399619,311,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.0,4.1000000000000005,4.047,3.08568795,315,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.1000000000000005,4.2,4.1465,3.0903086,324,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.2,4.3,4.247,3.0998993999999995,303,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.3,4.4,4.351,3.0220139,327,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.4,4.5,4.45,3.0660936,261,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.5,4.6000000000000005,4.554,3.0859673,301,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.6000000000000005,4.7,4.652,3.08907215,264,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.7,4.800000000000001,4.749,3.1341517999999997,281,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.800000000000001,4.9,4.8535,3.04663025,268,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
4.9,5.0,4.948,3.0183164,259,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
5.0,5.1000000000000005,5.052,2.9890937,254,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
5.1000000000000005,5.2,5.151,2.9038499000000004,235,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
5.2,5.300000000000001,5.246,2.9050533,249,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
