region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
high,112.0,114.0,1500,15,1485,-0.019149797848922234,0.3035338721184606,2.2500965940141486
high,114.0,116.0,1475,15,1460,-0.024568402017019375,0.33737394234390283,2.500953034595352
high,116.0,118.0,1509,21,1488,-0.01669088678714914,0.332511710143764,2.4649093072957227
high,118.0,120.0,1503,10,1493,-0.016791009611877072,0.3481659060508253,2.580953861554768
high,120.0,122.0,1568,16,1552,-0.02117272697700101,0.3587628909300111,2.659509310464172
high,122.0,124.0,1620,16,1604,-0.021730991933428756,0.3460964283222674,2.565612823152968
high,124.0,126.0,1617,16,1601,-0.01879477501100202,0.34832906405279873,2.5821633518233966
high,126.0,128.0,1595,8,1587,-0.02469799116367044,0.36037955092751783,2.6714936110256895
high,128.0,130.0,1535,10,1525,-0.026605090037797652,0.37499850189411266,2.779863894541057
high,130.0,132.0,1448,8,1440,-0.014297061655391352,0.37676070015309926,2.7929270702349247
high,132.0,134.0,1403,10,1393,-0.011368036388185843,0.3938745115733482,2.91979175429323
high,134.0,136.0,1355,9,1346,-0.03505290430677732,0.4012632859847345,2.9745647390048364
high,136.0,138.0,1418,7,1411,-0.005912188439215704,0.40730229523398276,3.019331914569514
high,138.0,140.0,1442,9,1433,-0.026601306291828775,0.4074735518365754,3.0206014397645333
high,140.0,142.0,1431,7,1424,-0.024150058457806933,0.4290586673045851,3.180611900728889
high,142.0,144.0,1473,10,1463,-0.025113164863173276,0.42928249368003946,3.182271125650132
high,144.0,146.0,1393,12,1381,-0.02593470851204005,0.4118170958556038,3.0528001315775906
high,146.0,148.0,1416,6,1410,-0.017282029914737262,0.46180527358367873,3.4233624930758104
high,148.0,150.0,1359,11,1348,-0.03578296953915072,0.4670220909084706,3.4620347599044923
high,150.0,152.0,1279,5,1274,-0.014443357563905579,0.4765378442432835,3.5325750393754602
high,152.0,154.0,1150,10,1140,-0.027149172152170165,0.4567519053549921,3.3859018743965565
high,154.0,156.0,1145,9,1136,-0.019241654983522594,0.478807239117951,3.5493980635813704
high,156.0,158.0,1199,9,1190,-0.01870676304858243,0.4926302608232487,3.651868123482742
high,158.0,160.0,1109,7,1102,-0.03545359702579853,0.480630745929167,3.562915719572915
high,160.0,162.0,1127,9,1118,-0.0448596328447628,0.558273844358786,4.13848400823168
high,162.0,164.0,1268,7,1261,-0.01299933549887422,0.5316302434790162,3.940974994909947
high,164.0,166.0,1228,5,1223,-0.0395396788070429,0.5072695464008181,3.760389147469265
high,166.0,168.0,1100,5,1095,-0.021523004637610255,0.539343068076152,3.998150163648514
high,168.0,170.0,1111,6,1105,-0.021117750364329613,0.5241595993822332,3.8855951102204944
high,170.0,172.0,1193,2,1191,-0.03196725213359786,0.5362451638394354,3.9751853995417346
high,172.0,174.0,1153,9,1144,-0.02157095564218947,0.5861652881677482,4.345243281187517
high,174.0,176.0,1136,6,1130,-0.03584880929049672,0.5682780548673547,4.212645220731701
high,176.0,178.0,1112,4,1108,-0.02461490065228089,0.5900462204960142,4.374012632536953
high,178.0,180.0,1067,9,1058,-0.016325359958611063,0.574187479033764,4.256451782077292
high,180.0,182.0,1042,3,1039,-0.026289305216615544,0.6056272291384517,4.4895146496033425
high,182.0,184.0,1003,3,1000,-0.04015554724634818,0.6379741047678307,4.729302038643929
high,184.0,186.0,999,5,994,-0.03832938545237363,0.6404132367456912,4.747383323995809
