region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
low,9.8,9.9,209,0,209,-0.027900007777778235,0.3870480077777767,2.8691868816566584
low,9.9,10.0,173,0,173,0.0,0.378477211111111,2.8056515659666657
high,10.0,12.0,3741,0,3741,-0.004595413618677213,0.39940661789883425,2.960801258484058
high,12.0,14.0,3560,1,3559,-0.011770962025601461,0.437509119890533,3.243255105748521
high,14.0,16.0,3817,2,3815,0.006452477873917228,0.4166572113720617,3.088679907901093
high,16.0,18.0,3658,1,3657,0.007805957807952235,0.4459922915013762,3.3061408568997015
high,18.0,20.0,3537,6,3531,-0.00991670992967908,0.4317575790987762,3.2006189338592277
high,20.0,22.0,3441,3,3438,-0.009063166495769881,0.4054779298345055,3.0058078938631887
high,22.0,24.0,3422,4,3418,0.01008480760969388,0.39724295810353427,2.944762048421499
high,24.0,26.0,3545,14,3531,-0.009699623382965594,0.35555056382719097,2.635696329650967
high,26.0,28.0,3375,16,3359,0.0019154242424244128,0.3337661754739494,2.4742086587883865
high,28.0,30.0,3236,20,3216,-0.006210259969521681,0.2984901232817108,2.212707283887322
high,30.0,32.0,3186,37,3149,-0.003163191770381546,0.2878630050800096,2.1339284566581114
high,32.0,34.0,2960,25,2935,0.00030611092964771824,0.2825245204376585,2.0943542700043625
high,34.0,36.0,3021,20,3001,-0.008133574962141066,0.2649901166077683,1.9643717344133862
high,36.0,38.0,3055,20,3035,-0.003493753154973356,0.2549231005524437,1.8897449443952652
high,38.0,40.0,3017,18,2999,0.009624398797599132,0.25801178957916104,1.9126413961503208
high,40.0,42.0,4074,53,4021,-0.021989715419232503,0.19796465252377626,1.4675119691587535
high,42.0,44.0,2918,23,2895,0.004996734722878982,0.23415913325019877,1.7358216547837235
high,44.0,46.0,2811,23,2788,-0.0032228987025910705,0.23676690772062525,1.7551530869329948
high,46.0,48.0,2702,20,2682,-0.008329111222441843,0.22896613977956232,1.6973259941858954
high,48.0,50.0,2555,19,2536,-0.007579356109728375,0.23831826384039967,1.7666532898488827
high,50.0,52.0,2585,25,2560,-0.014584740777665806,0.2262351944759663,1.677081496650338
high,52.0,54.0,2528,33,2495,-0.007342427417343811,0.23021306349105114,1.7065694396591622
high,54.0,56.0,2493,32,2461,-0.013435222333501029,0.21756757316042985,1.6128284198382663
high,56.0,58.0,2278,17,2261,-0.008186161094519862,0.22446734379727767,1.6639764195692195
high,58.0,60.0,2296,20,2276,-0.015583674357035282,0.23069199197431234,1.7101197365055774
high,60.0,62.0,2427,18,2409,-0.006692285487812977,0.22961985559851128,1.702171989551764
high,62.0,64.0,2372,20,2352,-0.019350723048781493,0.23188127662915248,1.7189359036519072
high,64.0,66.0,2302,16,2286,-0.0023576591713013184,0.21825888995027393,1.6179531512013807
high,66.0,68.0,2265,16,2249,-0.018160487619998,0.22737822507737315,1.685554782498567
high,68.0,70.0,2252,17,2235,-0.00937410179607523,0.2357644815022199,1.747722101375956
high,70.0,72.0,2255,18,2237,-0.007658948412696875,0.24252522321428616,1.7978394796875032
high,72.0,74.0,2116,17,2099,-0.016364893444627604,0.23723886815614897,1.758651729641532
high,74.0,76.0,2121,22,2099,-0.010885203044445624,0.22857685784435822,1.6944402472002273
high,76.0,78.0,2194,13,2181,-0.014234499216393026,0.24326420020692813,1.803317516133958
high,78.0,80.0,2034,17,2017,-0.002806666655375989,0.24889885408945223,1.8450872053651093
high,80.0,82.0,4522,67,4455,-0.016616797924637994,0.16451298499527034,1.219534757769939
high,82.0,84.0,2098,17,2081,0.0007470818318213723,0.24605500848548,1.8240057779028631
high,84.0,86.0,1948,22,1926,-0.012549149962701123,0.24525581111662326,1.818081327807528
high,86.0,88.0,2009,18,1991,-0.012379594262297067,0.24882619262295058,1.8445485659139327
high,88.0,90.0,1942,13,1929,-0.006960148130163046,0.2666427768184829,1.9766229045554138
high,90.0,92.0,1912,12,1900,-0.007776329458547893,0.26163191395134233,1.9394773781213006
high,92.0,94.0,1777,17,1760,-0.027541320541754066,0.27564474040631093,2.0433544606319827
high,94.0,96.0,1789,14,1775,-0.01985855068705422,0.2761920767435827,2.0474118649001785
high,96.0,98.0,1782,16,1766,-0.016988141042260374,0.27052281495378416,2.0053856272524015
high,98.0,100.0,1877,15,1862,-0.01466757247436501,0.27871756144126447,2.0661332829640937
high,100.0,102.0,1850,8,1842,-0.012089249706243033,0.28877225901639747,2.1406687560885542
high,102.0,104.0,1822,17,1805,-0.012626614253105961,0.2804782650789204,2.0791853790300365
high,104.0,106.0,1661,15,1646,-0.017282144052758186,0.29334761349226746,2.1745858588181783
high,106.0,108.0,1728,12,1716,-0.015051525341285177,0.3056225710442221,2.265580119150818
high,108.0,110.0,1631,20,1611,-0.016847907692297603,0.2969850708476287,2.2015503301934713
high,110.0,112.0,1550,9,1541,-0.012897315384612806,0.3198984454885119,2.3714071764063385
high,112.0,114.0,1581,14,1567,-0.011714999999994369,0.30639156449165017,2.2712806675766024
high,114.0,116.0,1475,21,1454,-0.033526759999986444,0.3170300747478867,2.350143944106084
high,116.0,118.0,1445,11,1434,-0.022954039062502263,0.32296312044044884,2.394125611825047
